complaint_id,complaint_text,category,city,date_submitted,status,priority,complaint_length,word_count,Water,Roads,Electricity,Sanitation
252,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-03-23,Resolved,Low,52,8,0,1,0,0
253,Residents are facing severe water shortage for the past three days,Water,Mumbai,2024-08-06,Pending,Low,66,11,1,0,0,0
254,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-08-25,Open,High,52,6,1,0,0,0
255,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-10-26,Open,Medium,50,5,0,0,0,1
256,Street lights are not functioning in the locality,Electricity,Rajkot,2024-04-22,In Progress,Low,49,8,0,0,1,0
257,Residents are facing severe water shortage for the past three days,Water,Mumbai,2024-10-27,In Progress,Medium,66,11,1,0,0,0
258,Frequent power cuts occurring in our area every night,Electricity,Vadodara,2024-01-09,Open,Medium,53,9,0,0,1,0
259,No electricity supply for the past 6 hours,Electricity,Mumbai,2024-12-27,In Progress,Medium,42,8,0,0,1,0
260,Frequent power cuts occurring in our area every night,Electricity,Vadodara,2024-03-11,In Progress,Medium,53,9,0,0,1,0
261,Sewage blockage leading to waterlogging,Sanitation,Ahmedabad,2024-06-28,Pending,Medium,39,5,0,0,0,1
262,Construction work left road in poor condition,Roads,Delhi,2024-01-31,Resolved,Medium,45,7,0,1,0,0
263,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-10-08,Open,Medium,63,11,0,1,0,0
264,Construction work left road in poor condition,Roads,Vadodara,2024-03-09,Resolved,Medium,45,7,0,1,0,0
265,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-05-19,Resolved,Low,52,8,0,1,0,0
266,Construction work left road in poor condition,Roads,Surat,2024-03-07,Pending,Low,45,7,0,1,0,0
267,Irregular water supply timings causing inconvenience,Water,Surat,2024-12-28,Open,Low,52,6,1,0,0,0
268,Damaged street roads creating unsafe driving conditions,Roads,Vadodara,2024-06-20,Resolved,High,55,7,0,1,0,0
269,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-04-04,Pending,High,52,6,1,0,0,0
270,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-01-19,Resolved,Medium,70,12,1,0,0,0
271,Road has not been repaired for months leading to traffic issues,Roads,Mumbai,2024-03-17,Pending,Medium,63,11,0,1,0,0
272,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-07-28,Pending,Low,52,8,0,1,0,0
273,Garbage has not been collected for several days,Sanitation,Delhi,2024-12-08,Pending,Medium,47,8,0,0,0,1
274,Dirty streets creating health hazards,Sanitation,Mumbai,2024-12-07,In Progress,High,37,5,0,0,0,1
275,Street lights are not functioning in the locality,Electricity,Mumbai,2024-05-14,Pending,High,49,8,0,0,1,0
276,Street lights are not functioning in the locality,Electricity,Vadodara,2024-09-15,Resolved,Medium,49,8,0,0,1,0
277,Street lights are not functioning in the locality,Electricity,Mumbai,2024-06-19,In Progress,Medium,49,8,0,0,1,0
278,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-02-15,Resolved,Medium,53,9,0,0,1,0
279,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-10-23,In Progress,Medium,50,5,0,0,0,1
280,Contaminated water is being supplied in our locality,Water,Rajkot,2024-12-31,Resolved,High,52,8,1,0,0,0
281,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-12-25,Open,High,50,5,0,0,0,1
282,Garbage has not been collected for several days,Sanitation,Rajkot,2024-05-25,In Progress,Medium,47,8,0,0,0,1
283,Construction work left road in poor condition,Roads,Ahmedabad,2024-05-30,Resolved,Medium,45,7,0,1,0,0
284,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-11-23,Pending,High,54,5,0,0,1,0
285,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-11-30,Pending,Low,63,11,0,1,0,0
286,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-03-15,Open,High,51,8,0,0,0,1
287,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-10-18,Open,Medium,54,5,0,0,1,0
288,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-08-11,Pending,Low,42,6,0,1,0,0
289,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-02-28,Resolved,Medium,55,7,0,1,0,0
290,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-03-19,Pending,Medium,51,5,0,0,1,0
291,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-09-24,Pending,High,52,8,0,1,0,0
292,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-03-14,Pending,High,52,6,1,0,0,0
293,No electricity supply for the past 6 hours,Electricity,Surat,2024-08-15,Pending,Medium,42,8,0,0,1,0
294,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-06-22,Pending,Medium,70,12,1,0,0,0
295,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-10-23,Open,Medium,39,5,0,0,0,1
296,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-03-25,Resolved,High,42,6,0,1,0,0
297,Multiple potholes on the main road causing accidents,Roads,Vadodara,2024-04-29,In Progress,Medium,52,8,0,1,0,0
298,Street lights are not functioning in the locality,Electricity,Vadodara,2024-01-19,Resolved,High,49,8,0,0,1,0
299,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-05-29,Resolved,Low,52,8,0,1,0,0
300,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-05-26,In Progress,Medium,66,11,1,0,0,0
301,Dirty streets creating health hazards,Sanitation,Surat,2024-08-03,Resolved,Low,37,5,0,0,0,1
302,Construction work left road in poor condition,Roads,Vadodara,2024-10-21,Resolved,High,45,7,0,1,0,0
303,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-01-01,In Progress,High,52,6,1,0,0,0
304,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-03-14,Resolved,Medium,39,5,0,0,0,1
305,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-04-28,In Progress,Medium,39,5,0,0,0,1
306,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-07-15,Resolved,Medium,53,9,0,0,1,0
307,Dirty streets creating health hazards,Sanitation,Delhi,2024-08-21,Open,Medium,37,5,0,0,0,1
308,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-11-28,In Progress,Medium,55,7,0,1,0,0
309,Frequent power cuts occurring in our area every night,Electricity,Rajkot,2024-05-28,Resolved,Low,53,9,0,0,1,0
310,Garbage has not been collected for several days,Sanitation,Surat,2024-09-24,Resolved,High,47,8,0,0,0,1
311,Drainage water is mixing with drinking water supply,Water,Surat,2024-01-23,In Progress,Low,51,8,1,0,0,0
312,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-06-11,Resolved,Low,53,9,0,0,1,0
313,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-08-27,Resolved,Medium,50,5,0,0,0,1
314,Overflowing dustbins causing unhygienic conditions,Sanitation,Surat,2024-05-13,Resolved,High,50,5,0,0,0,1
315,Sewage blockage leading to waterlogging,Sanitation,Delhi,2024-11-27,Resolved,Medium,39,5,0,0,0,1
316,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-11-11,Pending,Low,70,12,1,0,0,0
317,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-05-21,In Progress,High,52,8,0,1,0,0
318,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-12-30,Open,Low,51,5,0,0,1,0
319,Road has not been repaired for months leading to traffic issues,Roads,Rajkot,2024-12-10,Pending,Low,63,11,0,1,0,0
320,Multiple potholes on the main road causing accidents,Roads,Surat,2024-10-05,Resolved,High,52,8,0,1,0,0
321,Construction work left road in poor condition,Roads,Mumbai,2024-08-07,In Progress,Medium,45,7,0,1,0,0
322,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-03-30,Pending,Medium,50,5,0,0,0,1
323,No electricity supply for the past 6 hours,Electricity,Surat,2024-11-05,In Progress,Low,42,8,0,0,1,0
324,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-01-16,Resolved,Medium,51,5,0,0,1,0
325,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-06-12,In Progress,High,39,5,0,0,0,1
326,Damaged street roads creating unsafe driving conditions,Roads,Delhi,2024-03-28,Pending,Low,55,7,0,1,0,0
327,Dirty streets creating health hazards,Sanitation,Delhi,2024-09-10,Resolved,High,37,5,0,0,0,1
328,Damaged street roads creating unsafe driving conditions,Roads,Vadodara,2024-06-30,In Progress,High,55,7,0,1,0,0
329,Construction work left road in poor condition,Roads,Mumbai,2024-11-17,Open,Medium,45,7,0,1,0,0
330,Construction work left road in poor condition,Roads,Vadodara,2024-01-14,In Progress,Medium,45,7,0,1,0,0
331,Multiple potholes on the main road causing accidents,Roads,Surat,2024-01-16,In Progress,High,52,8,0,1,0,0
332,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-08-12,Open,High,52,8,0,1,0,0
333,Frequent power cuts occurring in our area every night,Electricity,Vadodara,2024-08-17,Open,Medium,53,9,0,0,1,0
334,Contaminated water is being supplied in our locality,Water,Mumbai,2024-08-08,Pending,Medium,52,8,1,0,0,0
335,Multiple potholes on the main road causing accidents,Roads,Surat,2024-12-11,Open,Low,52,8,0,1,0,0
336,Uneven road surface causing vehicle damage,Roads,Ahmedabad,2024-11-15,Pending,High,42,6,0,1,0,0
337,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-06-30,Pending,Medium,51,5,0,0,1,0
338,Street lights are not functioning in the locality,Electricity,Delhi,2024-03-15,Open,High,49,8,0,0,1,0
339,Construction work left road in poor condition,Roads,Ahmedabad,2024-11-13,Pending,Low,45,7,0,1,0,0
340,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-07-19,Pending,Medium,66,11,1,0,0,0
341,Voltage fluctuations damaging electrical appliances,Electricity,Mumbai,2024-02-06,Open,Medium,51,5,0,0,1,0
342,Irregular water supply timings causing inconvenience,Water,Delhi,2024-11-17,Open,High,52,6,1,0,0,0
343,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-01-02,Resolved,Low,51,5,0,0,1,0
344,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-07-22,Resolved,High,51,5,0,0,1,0
345,There is continuous water leakage from the main pipeline near my house,Water,Surat,2024-05-03,Pending,Medium,70,12,1,0,0,0
346,Voltage fluctuations damaging electrical appliances,Electricity,Delhi,2024-10-12,In Progress,Medium,51,5,0,0,1,0
347,Drainage water is mixing with drinking water supply,Water,Ahmedabad,2024-12-01,In Progress,High,51,8,1,0,0,0
348,Street lights are not functioning in the locality,Electricity,Mumbai,2024-07-30,Open,High,49,8,0,0,1,0
349,There is continuous water leakage from the main pipeline near my house,Water,Ahmedabad,2024-08-16,Pending,High,70,12,1,0,0,0
350,Contaminated water is being supplied in our locality,Water,Vadodara,2024-12-28,Resolved,Medium,52,8,1,0,0,0
351,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-07-10,Resolved,Low,66,11,1,0,0,0
352,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-07-31,In Progress,Low,54,5,0,0,1,0
353,Construction work left road in poor condition,Roads,Ahmedabad,2024-07-16,Resolved,Medium,45,7,0,1,0,0
354,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-06-05,Pending,High,70,12,1,0,0,0
355,Residents are facing severe water shortage for the past three days,Water,Surat,2024-05-16,Open,High,66,11,1,0,0,0
356,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-12-27,Open,Low,55,7,0,1,0,0
357,Multiple potholes on the main road causing accidents,Roads,Surat,2024-10-06,Pending,Low,52,8,0,1,0,0
358,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-02-19,Open,High,39,5,0,0,0,1
359,Multiple potholes on the main road causing accidents,Roads,Ahmedabad,2024-09-13,Pending,Low,52,8,0,1,0,0
360,Waste management system is inefficient in this area,Sanitation,Vadodara,2024-06-27,Open,High,51,8,0,0,0,1
361,Frequent power cuts occurring in our area every night,Electricity,Vadodara,2024-07-06,Pending,High,53,9,0,0,1,0
362,Garbage has not been collected for several days,Sanitation,Vadodara,2024-06-30,Resolved,Low,47,8,0,0,0,1
363,Uneven road surface causing vehicle damage,Roads,Delhi,2024-10-25,Open,High,42,6,0,1,0,0
364,No electricity supply for the past 6 hours,Electricity,Rajkot,2024-11-08,In Progress,Low,42,8,0,0,1,0
365,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-06-05,In Progress,Low,66,11,1,0,0,0
366,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-03-25,Resolved,Low,52,6,1,0,0,0
367,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-08-08,Resolved,High,70,12,1,0,0,0
368,Construction work left road in poor condition,Roads,Surat,2024-10-09,Pending,High,45,7,0,1,0,0
369,Contaminated water is being supplied in our locality,Water,Delhi,2024-10-27,In Progress,High,52,8,1,0,0,0
370,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-05-29,Pending,High,42,6,0,1,0,0
371,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-03-10,Open,High,50,5,0,0,0,1
372,Residents are facing severe water shortage for the past three days,Water,Vadodara,2024-10-22,Open,Medium,66,11,1,0,0,0
373,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-04-22,Resolved,Medium,39,5,0,0,0,1
374,Uneven road surface causing vehicle damage,Roads,Surat,2024-08-26,Pending,Medium,42,6,0,1,0,0
375,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-07-23,Open,High,51,8,1,0,0,0
376,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-12-07,Open,High,54,5,0,0,1,0
377,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-05-22,In Progress,Medium,51,8,1,0,0,0
378,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-09-21,Resolved,High,53,9,0,0,1,0
379,Contaminated water is being supplied in our locality,Water,Rajkot,2024-05-04,Pending,Low,52,8,1,0,0,0
380,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-03-22,In Progress,Medium,54,5,0,0,1,0
381,There is continuous water leakage from the main pipeline near my house,Water,Vadodara,2024-09-23,Pending,High,70,12,1,0,0,0
382,Waste management system is inefficient in this area,Sanitation,Surat,2024-07-28,Resolved,High,51,8,0,0,0,1
383,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-04-25,Resolved,Low,63,11,0,1,0,0
384,Waste management system is inefficient in this area,Sanitation,Delhi,2024-06-21,Open,Medium,51,8,0,0,0,1
385,Dirty streets creating health hazards,Sanitation,Delhi,2024-10-12,Pending,Low,37,5,0,0,0,1
386,Construction work left road in poor condition,Roads,Rajkot,2024-03-08,Open,Medium,45,7,0,1,0,0
387,Dirty streets creating health hazards,Sanitation,Surat,2024-01-02,Pending,High,37,5,0,0,0,1
388,Frequent power cuts occurring in our area every night,Electricity,Delhi,2024-06-11,Pending,Low,53,9,0,0,1,0
389,Residents are facing severe water shortage for the past three days,Water,Mumbai,2024-01-09,In Progress,Medium,66,11,1,0,0,0
390,Irregular water supply timings causing inconvenience,Water,Surat,2024-12-30,In Progress,Low,52,6,1,0,0,0
391,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-03-16,Pending,Medium,63,11,0,1,0,0
392,Garbage has not been collected for several days,Sanitation,Vadodara,2024-11-08,In Progress,High,47,8,0,0,0,1
393,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-11-06,Resolved,Medium,63,11,0,1,0,0
394,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-11-25,Pending,Medium,63,11,0,1,0,0
395,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-12-16,In Progress,High,55,7,0,1,0,0
396,Construction work left road in poor condition,Roads,Vadodara,2024-07-22,Open,High,45,7,0,1,0,0
397,Uneven road surface causing vehicle damage,Roads,Rajkot,2024-12-14,In Progress,High,42,6,0,1,0,0
398,Irregular water supply timings causing inconvenience,Water,Mumbai,2024-06-25,Open,High,52,6,1,0,0,0
399,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-07-21,Resolved,High,66,11,1,0,0,0
400,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-11-29,Pending,Medium,70,12,1,0,0,0
401,Transformer malfunction causing electricity disruption,Electricity,Vadodara,2024-10-02,In Progress,Medium,54,5,0,0,1,0
402,Contaminated water is being supplied in our locality,Water,Delhi,2024-07-04,Pending,Low,52,8,1,0,0,0
403,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-06-11,Pending,High,39,5,0,0,0,1
